"species","quad","year","genetID","ARTR.0.2","ARTR.2.4","ARTR.4.6","ARTR.6.8","ARTR.8.10","ARTR.10.12","ARTR.12.14","ARTR.14.16","ARTR.16.18","ARTR.18.20","ARTR.20.25","ARTR.25.30","ARTR.30.35","ARTR.35.40","ARTR.40.45","ARTR.45.50","ARTR.50.60","ARTR.60.70","ARTR.70.80","ARTR.80.90","ARTR.90.100","ARTR.100.110","ARTR.110.120","ARTR.120.130","ARTR.130.140","ARTR.140.150","HECO.0.2","HECO.2.4","HECO.4.6","HECO.6.8","HECO.8.10","HECO.10.12","HECO.12.14","HECO.14.16","HECO.16.18","HECO.18.20","HECO.20.25","HECO.25.30","HECO.30.35","HECO.35.40","HECO.40.45","HECO.45.50","HECO.50.60","HECO.60.70","HECO.70.80","HECO.80.90","HECO.90.100","HECO.100.110","HECO.110.120","HECO.120.130","HECO.130.140","HECO.140.150","POSE.0.2","POSE.2.4","POSE.4.6","POSE.6.8","POSE.8.10","POSE.10.12","POSE.12.14","POSE.14.16","POSE.16.18","POSE.18.20","POSE.20.25","POSE.25.30","POSE.30.35","POSE.35.40","POSE.40.45","POSE.45.50","POSE.50.60","POSE.60.70","POSE.70.80","POSE.80.90","POSE.90.100","POSE.100.110","POSE.110.120","POSE.120.130","POSE.130.140","POSE.140.150","PSSP.0.2","PSSP.2.4","PSSP.4.6","PSSP.6.8","PSSP.8.10","PSSP.10.12","PSSP.12.14","PSSP.14.16","PSSP.16.18","PSSP.18.20","PSSP.20.25","PSSP.25.30","PSSP.30.35","PSSP.35.40","PSSP.40.45","PSSP.45.50","PSSP.50.60","PSSP.60.70","PSSP.70.80","PSSP.80.90","PSSP.90.100","PSSP.100.110","PSSP.110.120","PSSP.120.130","PSSP.130.140","PSSP.140.150","propQ.0.2","propQ.2.4","propQ.4.6","propQ.6.8","propQ.8.10","propQ.10.12","propQ.12.14","propQ.14.16","propQ.16.18","propQ.18.20","propQ.20.25","propQ.25.30","propQ.30.35","propQ.35.40","propQ.40.45","propQ.45.50","propQ.50.60","propQ.60.70","propQ.70.80","propQ.80.90","propQ.90.100","propQ.100.110","propQ.110.120","propQ.120.130","propQ.130.140","propQ.140.150"
"HECO","Q1",2007,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77635683940025e-15,0,0,1.99905803443495,2.07809968387802,1.18850517627806,0,4.6174993401195,9.75352379071365,10.4963861229918,14.586686504552,58.4597812764767,84.8852775447961,42.028238867442,15.7010815290639,49.5698487937794,19.8464990971343,27.1426507516132,108.519265878193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,15.7078539050419,23.3497033295642,19.4554058977229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54289318962029,17.2370154180336,8.13956546126024,24.002436977482,52.6868375824643,53.63538161815,42.9791430279896,11.8276481185089,8.39565522015459,5.14035386724063,0.461999380755884,86.9682495819605,0,0,0,0,0,1,1,1,0.932424224606481,0.862068187755475,0.808517140405425,0.767834540302635,0.73624285828905,0.711129454473898,0.690741363542008,0.653475312974181,0.628292359606604,0.610168647052318,0.596512900057247,0.58585971536604,0.576196405222929,0.513967568293024,0.451903179872909,0.400481555316761,0.358464717572744,0.314974379723417,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455476,0.141494334262925
"HECO","Q1",2007,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43644346763206,30.7071137066627,2.98540774572523,4.76318972311628,61.2420888069988,68.6818970036828,25.1168108308416,0.5,40.5555970012174,93.5085060053613,17.8260189315569,59.8327834670895,8.31528608733493,0,0,0,0,0,0,0,3.80990656419796,11.7121754496989,12.9274578471807,9.80638984892113,3.70886042681434,0,0,0,0,0,0,0,0,0,0,0.25,0,0,16.548172995516,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.208871661460785,17.8833505139543,39.7380905692799,0,4.32475532694102,1.03765244086388,129.906119247091,86.928049598768,17.7001341984879,16.0401558867741,0,0,0,0,0,0,1,1,1,1,1,1,0.982645910882882,0.944784692612476,0.907661478756994,0.874366211267501,0.808203033687417,0.760612354624665,0.72529100273427,0.675125179701298,0.628576925360341,0.590002837598283,0.531149357160339,0.479189189840402,0.424207107768056,0.375411448226793,0.315670994311549,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2007,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77366196418018,31.9573640305753,5.37231874639097,0,0,26.4018100692838,51.982738581853,133.70201957866,44.0317119560559,56.0758281169227,45.7195656061964,22.428503948228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.103351155691,9.861438981122,0,0,0,0,0.25,0,0,14.5801746314467,1.96799836406932,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7171949010134,40.6227099339597,12.9904079097219,5.85757495075286,14.6157283879106,0,0.25,32.7126921642065,30.6735836479309,158.821776495538,12.7555110525869,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.990271772981379,0.93999657493383,0.875918656173463,0.797240831900766,0.730298358889514,0.676927763431858,0.598007025419376,0.540173954466178,0.467890668400992,0.386526443336501,0.318162329803262,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2007,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100607890876603,0.149392109123369,0.25,10.4848537684327,167.828381036371,81.336641312583,47.6535313154798,85.0914731168599,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,13.1268029109996,45.3861602213294,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62999480609252,1.47235844190398,0,5.36802750074089,35.7854436730453,7.70776900214277,0.5,0,0,0,0.25,17.7189226620573,40.3613900826377,31.0424687404095,65.62628174393,104.031484420818,0.523038369842823,0,0,0,1,1,1,1,1,1,1,0.97805922494399,0.944041584826833,0.910848429025188,0.841454513217339,0.787838027726864,0.714610755504911,0.653723008300221,0.605804868820334,0.567497199536735,0.510533253367523,0.470470173644271,0.422956481930454,0.372801435142596,0.31411377267908,0.263072045239405,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.70204663592532,16.8796486615839,38.4768323763777,0.844589474092672,1.18659098377351,14.6367367769111,34.5662498368408,35.3527125945731,27.6890842799102,33.3066895584037,31.0871816267385,104.678456980295,0,0,0,0,0,0,0,0,1.5127830417165,3.52586988230233,0.190087121932171,0,0,4.24461441032022,6.2800564744497,0.238536333447087,0,0.420771251151166,4.14109128585374,0.00317071627459597,0,0,1,0.25,9.68198162161929,13.1291184255372,0,0,0,0,0,0,0.0319014955786078,5.76213506710868,10.0693386265986,10.0907773768688,7.12040811987196,4.16665398064081,0.708935711010881,2.64981003065581,0.430181264285586,5.75663072769002,28.16205821484,2.69633419726971,0,0,0,0,0,2.84271918951895,28.7846086171706,0.25,13.5505370296032,10.5026555665848,0,0,0,0,1,1,1,1,1,1,1,1,0.990777546612435,0.963904227853288,0.885193695555516,0.779395007906295,0.69607186610932,0.634142188723006,0.58668176530172,0.549305893329651,0.494438934887426,0.456259764346668,0.42321959570379,0.369740314482683,0.312677396409306,0.262866446233535,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2008,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412426154957281,13.3863963783746,18.8167118840844,22.5884029655247,0.414754328190753,20.276804936989,14.0216840499952,3.02984436949421,6.94046101527476,92.2300563804063,56.1438778602047,40.3491954334018,10.5982499352052,11.2147869414778,7.85791379812764,0.25,0,0,0,0,0,3.23571938465984,7.02078544688417,0,0.33092804765562,4.26582482800169,3.39922827118172,1.91232448434247,0,0,0,0.25,0,0,0,0,0,7.65587960408971,9.83606766007831,3.5650332532795,3.14628958443101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902498726036816,3.40505160090567,0.25,60.6498713911142,7.58650773424185,36.604168662923,13.5155523114761,10.6620347885995,0,0,0,1,0.975810753623601,0.851138331870196,0.771082476628997,0.719614884976387,0.684234416500659,0.658540728731851,0.63907618520348,0.623837666092539,0.59870196843736,0.536438002962306,0.490347884918781,0.456257341923181,0.430316589533729,0.410016585044898,0.393740172420458,0.369327960493188,0.351934126536068,0.338932788296219,0.319620590063982,0.292488034199422,0.255367813054812,0.220115788662953,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2008,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66453525910038e-15,0,0,0,0,0,0,0,0.25,6.99850185925613,50.8218668497705,137.77778170006,46.7923652468392,27.8167260814468,63.9468957431777,31.1671816111372,6.13844827141503,1.00602325770359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149784296714847,0.485021570328515,2.0065543987666,10.7002191856408,20.3980997619796,11.013207218217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,1.49710577701711,5.70263492959691,4.30755032694249,0.290904479624855,55.2229506959961,31.9689230451764,34.0856159609432,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.991930874935358,0.961947849138418,0.926318704848509,0.791818442772339,0.635710252105984,0.497401099415297,0.393039817396786,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2008,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23042267903244,11.4717243086694,9.29546937479324,9.49085884460831,3.18315625013216,15.3472563941086,21.7281474014434,18.1742457619288,8.05307341950532,35.3770785216649,68.9693085683203,26.4451071491756,17.5413449084974,80.3809581115368,26.083616769333,22.5198314474187,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,4.10178413547909,9.59430134811595,11.6974650250815,0,15.1146876698674,0.713552801629127,3.14628958443101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,8.11069443718928,26.6838879248487,17.753704821015,55.900341943214,12.155289140239,12.721766948791,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.999999680806959,0.968282920110037,0.905734110273736,0.834281477547531,0.76980337008174,0.673234843654227,0.592525188843128,0.485037780658592,0.391958573375097,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2008,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49871385648472,2.94475065772697,0.0235793618078226,0,0.931332494418404,7.60691172656892,16.0578007641785,48.2687062160517,27.8158102549505,0,16.1786347271433,17.8173257024283,62.7661073853407,33.3318423113546,50.955017016757,15.6159859711606,69.4446356191158,0,0,0,0,0,0.764494743424081,5.36636566277642,3.57339696453971,1.05894984747679,0,0,0,0.525826693120022,2.76223344483207,1.94016123777901,0.000518670219900486,0,0,0,0.25,4.31503325327951,0.25,0.5,20.4148104627255,2.89628958443101,0,0,0,0,0,0,0,0,0.000415793565514865,4.5618606261721,15.4559865236271,14.1588707297422,9.40970744069904,14.2490440680782,17.0959081105982,2.21337151993713,0.25,0,0,0.25,0,0,0,0,1.23591407439014,24.0159892954534,7.10145462475359,13.3973227357017,10.1798396725787,0,0,0,1,1,1,1,0.948116280512365,0.890615158266803,0.843036847393249,0.804643455754472,0.773462490946888,0.743054757709774,0.646097828770479,0.577086394334131,0.527523332090645,0.490561504425474,0.462064001970185,0.439477983187647,0.406032165739904,0.38251285370011,0.365102367062476,0.33920525206302,0.300515548015022,0.258811792080704,0.220949869483663,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7994933167424,19.7916776649222,36.7802442435831,28.4844803248518,25.2266539500151,43.5103452344761,25.5078245949501,111.293989878145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253592137685375,2.15943010623272,2.67441867564209,1.17899877591014,3.24448394041286,1.01108258726416,10.763207218217,0,0.5,2.896289584431,15.822891599546,4.3419188631795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,7.28976710391969,26.1974804262118,7.30374861936508,0.25,13.3897276241206,23.9644410388024,20.9233865978056,9.95394120888386,24.053192596188,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.972165632371004,0.911164710604084,0.846607540968275,0.736887470712627,0.620421822488455,0.49312774926169,0.393039817396786,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455476,0.141494334262925
"HECO","Q1",2008,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06838690683538,0.797924354844632,0,0,0,0,12.6751337442951,36.2791873185301,67.4149339975513,62.2962328132402,6.53959009722186,4.33084238359646,60.0050003842255,16.512011967042,37.8011162135189,57.2933970868015,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,4.66172937525592,11.3302178889121,0,0,9.00786907368887,11.8141410815367,3.9078335607795,0.5,0.25,2.89628958443101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.549781482829,8.87444680584181,21.9097263125699,7.00622491635974,35.6405918731945,0.414393421624553,0.25,0.25,0.5,11.5072910335565,20.6323232506194,23.0409061187016,0,0,0,0,0.977493797573422,0.772696463416308,0.685380655518825,0.639953633888659,0.612299625004257,0.593734866894816,0.580422673959048,0.570414168527113,0.562617579994796,0.556372934371306,0.545119965452549,0.537609369097415,0.532241613437657,0.528214391753909,0.525081275670724,0.51392620602357,0.473308160858601,0.422640637696882,0.378282534836828,0.341021650487192,0.308410425855348,0.262944524158637,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
